timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1562147527165,70608,GET LogIn Page,200,OK,TCJ_1_LogIn 1-87,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,68385,0,23
1562147527192,72190,GET LogIn Page,200,OK,TCJ_1_LogIn 1-79,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,70112,0,28
1562147527217,70860,GET LogIn Page,200,OK,TCJ_1_LogIn 1-86,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,68757,0,24
1562147527295,70339,GET LogIn Page,200,OK,TCJ_1_LogIn 1-89,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,68220,0,25
1562147527312,70515,GET LogIn Page,200,OK,TCJ_1_LogIn 1-88,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,68428,0,24
1562147527417,71663,GET LogIn Page,200,OK,TCJ_1_LogIn 1-83,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,69345,0,29
1562147527568,71414,GET LogIn Page,200,OK,TCJ_1_LogIn 1-85,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,69256,0,26
1562147528268,71113,GET LogIn Page,200,OK,TCJ_1_LogIn 1-90,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,68973,0,24
1562147528724,70570,GET LogIn Page,200,OK,TCJ_1_LogIn 1-95,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,68442,0,25
1562147528753,71156,GET LogIn Page,200,OK,TCJ_1_LogIn 1-92,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,68874,0,26
1562147528794,71440,GET LogIn Page,200,OK,TCJ_1_LogIn 1-91,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,69148,0,24
1562147528882,71128,GET LogIn Page,200,OK,TCJ_1_LogIn 1-93,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,69013,0,24
1562147529031,71077,GET LogIn Page,200,OK,TCJ_1_LogIn 1-94,text,true,,5018,514,100,100,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,68798,0,23
